нілагерцаў	кілагерцаў
зняволенкя	зняволення
выеокай	высокай
саллацкіх	салдацкіх
выраэак	выразак
кзлгасны	калгасны
нразрыстасць	празрыстасць
Нічогв	Нічога
касаыі	касані
зпойдуцца	знойдуцца
првдпрыемствы	прадпрыемствы
упёрлі	уперлі
небыналага	небывалага
Гаворачм	Гаворачы
Раселедаванню	Расследаванню
саспадарак	гаспадарак
ордэнлм	ордэнам
паднормка	падкормка
прывабнаіі	прывабнай
лрафесіянальным	прафесіянальным
Трывожынь	Трывожыць
грунтуешіа	грунтуецца
пааелічэнне	павелічэнне
надпольных	падпольных
замацавзць	замацаваць
асаблівагцей	асаблівасцей
жаўпее	жаўцее
ныстам	цыстам
аб'ёмлм	аб'ёмам
прычынлалы	прычындалы
Паглядзіцс	Паглядзіце
тэхііікай	тэхнікай
эахлёбваючыся	захлёбваючыся
данэнт	дацэнт
энаходзіліся	знаходзіліся
нравільнага	правільнага
Ламаноеава	Ламаносава
танарыш	таварыш
дзівішіа	дзівіцца
чытзчамі	чытачамі
плдпісваўся	падпісваўся
надказвае	падказвае
майсгэрствам	майстэрствам
уважлівас	уважлівае
выразва	выразна
паніхеньку	паціхеньку
пазбегпуць	пазбегнуць
адлюстроўналіся	адлюстроўваліся
плртыйным	партыйным
Рэкллмы	Рэкламы
сінтээу	сінтэзу
аперэтм	аперэты
пакяцці	паняцці
снежая	свежая
імперыяліствмі	імперыялістамі
алвароце	адвароце
лозукгаў	лозунгаў
дзсвяці	дзевяці
работнічі	работнікі
драмзтургі	драматургі
Уэброеныя	Узброеныя
бытаныя	бытавыя
Фельчврка	Фельчарка
даручака	даручана
кінвчасопіс	кіначасопіс
павышайне	павышайце
спяяання	спявання
Трасця	Трасца
нрафесіянальных	прафесіянальных
расквзваў	расказваў
длгэтуль	дагэтуль
нітрынамі	вітрынамі
слакойным	спакойным
нучняў	вучняў
заўчаснан	заўчаснай
лАхінула	зАхінула
Творчан	Творчай
перагаворнаюцца	перагаворваюцца
Чярота	Чарота
эазелянелі	зазелянелі
культурніцтввм	культурніцтвам
заставяк	заставак
швхцёраў	шахцёраў
азейнасці	алейнасці
каіііталістычнай	капіталістычнай
надвецца	надаецца
адпачываюнь	адпачываюць
золамі	заламі
лбавяЗацельстваў	абавяЗацельстваў
тэьстыльшчыкамі	тэкстыльшчыкамі
псрацягвалі	перацягвалі
таінца	таіцца
гаіодным	галодным
адлсгласць	адлегласць
