аба-в€залас€	абав€залас€
уладэ≥м≥р	уладз≥м≥р
ула-дэ≥м≥р	уладз≥м≥р
ула-дз≥м≥ра	уладз≥м≥ра
”лад≥≥м≥ра	”ладз≥м≥ра
ула-дз≥м≥рам	уладз≥м≥рам
уладз≥-м≥рам	уладз≥м≥рам
ула-ды	улады
уль€-наҐск	уль€наҐск
ума-цоҐвайце	умацоҐвайце
уме-ла	умела
умсла	умела
умонах	умовах
ун≥всрс≥тэт	ун≥верс≥тэт
ун≥вер-с≥тэце	ун≥верс≥тэце
ун≥всрс≥-тэце	ун≥всрс≥тэце
упар-тай	упартай
упе-рад	уперад
упер-шыню	упершыню
упершы-ню	упершыню
упсршыню	упершыню
упраҐ-ленн€	упраҐленн€
ура-жанне	уражанне
ураж€ннем	уражаннем
усс	усе
”сс	”се
усв	усЄ
усе-саюзнай	усесаюзнай
усмсшкай	усмешкай
успам≥-наҐ	успам≥наҐ
успом-н≥м	успомн≥м
уств-нове	установе
уста-ноҐ	устаноҐ
уствноҐ	устаноҐ
уств-ноҐ	устаноҐ
устаноҐ-лены	устаноҐлены
ус-ход	усход
усю-ды	усюды
усюлы	усюды
ус€-го	ус€го
у€Ґ-ленне	у€Ґленне
Ґблчыл≥	Ґбачыл≥
Ґба-чыць	Ґбачыць
Ґва-г≥	Ґваг≥
Ґва-зе	Ґвазе
Ґвай-шоҐ	ҐвайшоҐ
Ґва-ходз≥ць	Ґваходз≥ць
Ґвссь	Ґвесь
Ґда-ла	Ґдала
Ґдало-с€	Ґдалос€
Ґдзсл	Ґдзел
Ґдэел	Ґдзел
Ґдзсльн≥каҐ	Ґдзельн≥каҐ
Ґдз€ч-насць	Ґдз€чнасць
Ґдз€ч-ны	Ґдз€чны
Ґзбраен-н€Ґ	Ґзбраенн€Ґ
Ґз-дыму	Ґздыму
Ґзды-му	Ґздыму
Ґзна-чальвае	Ґзначальвае
Ґзначаль-вае	Ґзначальвае
Ґзро-вень	Ґзровень
Ґэросту	Ґзросту
Ґз€-лас€	Ґз€лас€
Ґз€Ґ-с€	Ґз€Ґс€
Ґка-раненн€	Ґкараненн€
Ґма-цаванне	Ґмацаванне
Ґмаца-ванне	Ґмацаванне
Ґма-цаванн€	Ґмацаванн€
Ґмо-вы	Ґмовы
Ґнутра-най	Ґнутранай
Ґпер-шыню	Ґпершыню
ҐпраҐ-ленн€	ҐпраҐленн€
Ґра-да	Ґрада
Ґра-даҐ	ҐрадаҐ
Ґра-джай	Ґраджай
Ґра-жанне	Ґражанне
Ґражан-н€м≥	Ґражанн€м≥
Ґрачыс-тае	Ґрачыстае
Ґсс	Ґсе
ҐеЄ	ҐсЄ
Ґсб	ҐсЄ
Ґсе-агульнага	Ґсеагульнага
Ґссй	Ґсей
Ґсена-роднай	Ґсенароднай
Ґсесаюз-най	Ґсесаюзнай
Ґс≥-м≥	Ґс≥м≥
Ґсм≥хаец-ца	Ґсм≥хаецца
Ґспам≥нм	Ґспам≥ны
Ґспа-м≥ны	Ґспам≥ны
Ґспам≥-ны	Ґспам≥ны
Ґспом-н≥ць	Ґспомн≥ць
Ґстал€-валас€	Ґстал€валас€
Ґста-ноҐ	ҐстаноҐ
Ґста-юць	Ґстаюць
Ґсв	Ґс€
Ґс€-го	Ґс€го
Ґс€гэ	Ґс€го
Ґтварэн-н€	Ґтварэнн€
Ґце-кача	Ґцекача
Ґча-стка	Ґчастка
Ґчаст-ка	Ґчастка
Ґша-ноҐвае	ҐшаноҐвае
Ґ€Ґ-ленне	Ґ€Ґленне
фаб-рыках	фабрыках
фабры-ках	фабрыках
фаб-рык≥	фабрык≥
фабрыны	фабрыцы
фаб-рыцы	фабрыцы
фа-культэта	факультэта
флльклору	фальклору
фартэп≥€-на	фартэп≥€на
фата-граф≥≥	фатаграф≥≥
фашыз-мам	фашызмам
фашы-стаҐ	фашыстаҐ
фа-шысты	фашысты
фа-шысцкай	фашысцкай
фа-шысцк≥х	фашысцк≥х
фа-шысцк≥€	фашысцк≥€
фЄ-дар	фЄдар
фЄда-рам	фЄдарам
фЄда-раҐ	фЄдараҐ
фе-дэратыҐнай	федэратыҐнай
фелье-тоны	фельетоны
фер-ме	ферме
ф≥э≥чнай	ф≥з≥чнай
ф≥з≥€лаг≥ч-ны	ф≥з≥€лаг≥чны
ф≥-лармон≥≥	ф≥лармон≥≥
ф≥лврмон≥≥	ф≥лармон≥≥
ф≥ль-маҐ	ф≥льмаҐ
ф≥льмс	ф≥льме
ф≥ль-мы	ф≥льмы
фор-май	формай
фор-ме	форме
формс	форме
фор-мы	формы
фран-цузскай	французскай
фран-цузы	французы
фра≥шы≥	францы≥
ф|юнта	фронта
фрон-та	фронта
фрон-там	фронтам
фро≥ше	фронце
ха-дз≥Ґ	хадз≥Ґ
хадз≥нь	хадз≥ць
ха-лоднай	халоднай
халае	хапае
ха-пае	хапае
хапас	хапае
ха-равы	харавы
хара-вы€	харавы€
харакгар	характар
ха-рактар	характар
ха-рактараҐ	характараҐ
харак-тараҐ	характараҐ
характа-раҐ	характараҐ
характа-ру	характару
хврактару	характару
х€рактару	характару
ха-рактары	характары
характа-ры	характары
характа-рыстыка	характарыстыка
ха-рактэрны	характэрны
характэр-ных	характэрных
хармай-стар	хармайстар
хат-н≥х	хатн≥х
ха-це	хаце
ханелас€	хацелас€
ха-целас€	хацелас€
хаце-лас€	хацелас€
хацела-с€	хацелас€
хацслас€	хацелас€
’ацслас€	’ацелас€
хаал≥	хвал≥
хвлл≥	хвал≥
хва-люе	хвалюе
хвалюс	хвалюе
хвалююнь	хвалююць
хва-люючую	хвалюючую
хвал€-вал≥с€	хвал€вал≥с€
хвал€-ванне	хвал€ванне
хаал€х	хвал€х
хва-л€х	хвал€х
хв≥-л≥н	хв≥л≥н
хво-ры€	хворы€
х≥бв	х≥ба
х≥-м≥≥	х≥м≥≥
хлсб	хлеб
хле-ба	хлеба
хлсба	хлеба
хле-бам	хлебам
хлопсц	хлопец
хлоп-цы	хлопцы
хлопчмк	хлопчык
ходз≥нь	ходз≥ць
ходэ≥ць	ходз≥ць
ходз€нь	ходз€ць
хо-дз€ць	ходз€ць
хо-ру	хору
хонь	хоць
хо-ча	хоча
хоча≥ша	хочацца
хочанца	хочацца
хо-чацца	хочацца
хочаш≥а	хочацца
хо-чуць	хочуць
хран≥кальнадакументальных	хран≥кальна-дакументальных
хру-шчова	хрушчова
хрушчо-ва	хрушчова
’рушчовв	’рушчова
хру-шчову	хрушчову
хру-шчоҐ	хрушчоҐ
хрушчэҐ	хрушчоҐ
хут-ка	хутка
хуткв	хутка
хут-касцю	хуткасцю
хут-чэй	хутчэй
хутчэй-шага	хутчэйшага
цал≥н-ных	цал≥нных
цал≥н-ны€	цал≥нны€
цал≥-ну	цал≥ну
цал-кам	цалкам
цЄм-к≥на	цЄмк≥на
цемрм	цемры
нЄплы€	цЄплы€
ц≥ка-ва	ц≥кава
ц≥-кавага	ц≥кавага
ц≥каваснь	ц≥кавасць
ц≥ка-васць	ц≥кавасць
ц≥кавасню	ц≥кавасцю
ц≥-кавасцю	ц≥кавасцю
ц≥ка-васцю	ц≥кавасцю
ц≥кавас-цю	ц≥кавасцю
ц≥-кава€	ц≥кава€
ц≥кав≥нь	ц≥кав≥ць
ц≥ка-в≥ць	ц≥кав≥ць
ц≥-кавы	ц≥кавы
ц≥ка-вы	ц≥кавы
ц≥кавы-м≥	ц≥кавым≥
ц≥-кавых	ц≥кавых
ц≥ка-вых	ц≥кавых
ц≥ка-вы€	ц≥кавы€
цудоҐ-на	цудоҐна
цу-доҐна€	цудоҐна€
цудоҐ-на€	цудоҐна€
нудоҐны	цудоҐны
цу-доҐны	цудоҐны
нудоҐных	цудоҐных
цу-доҐны€	цудоҐны€
цулоҐны€	цудоҐны€
нук-ровы€	цукровы€
цурба-коҐ	цурбакоҐ
нымбалаҐ	цымбалаҐ
нэлым	цэлым
цэ-лым	цэлым
нэнтнераҐ	цэнтнераҐ
цэнт-ра	цэнтра
цэнт-ральнага	цэнтральнага
цэн-тральнай	цэнтральнай
цэнтраль-най	цэнтральнай
цэнт-ральнаму	цэнтральнаму
цэнт-ральны	цэнтральны
нэнтры	цэнтры
ц€-бе	ц€бе
ц€бс	ц€бе
ц€-гне	ц€гне
ц€гнец-ца	ц€гнецца
н€жка	ц€жка
ц€жкв	ц€жка
ц€жкл	ц€жка
ц€жк€	ц€жка
ц€жкасн≥	ц€жкасц≥
н€жк≥	ц€жк≥
ц€ж-к≥м	ц€жк≥м
ц€ж-к≥х	ц€жк≥х
н€жкую	ц€жкую
